13.06.2008,Zentrale,Elefantenskulptur Kupferlegierung,"","Geschenkelager"
29.05.2007,Zentrale,"Miniatur-Teeservice, gold/grün/rot bemalt","","Geschenkelager"
29.03.2008,Zentrale,"Kristallschale mit Sternen, 12x30cm","","Geschenkelager"
21.05.2006,Zentrale,"6 kuwaitische Segelschiffe, Holz","","Geschenkelager"
???,Zentrale,"besticktes Bild mit Plastikfolie, gerahmt, 50x39cm","","Geschenkelager"
???,Zentrale,"silber Empblem. religiöses Motiv gold/silber auf Holzrahmen, 24x30cm","","Geschenkelager"
24.05.2006,Zentrale,"Flakon Arab Light Crude Oil und Arab ""D"" Core Sample,, 152 Million Years old","","Geschenkelager"
23.05.2006,Zentrale,"Arabische Kaffeekanne, silber 24x20cm","","Geschenkelager"
15.07.2008,Zentrale,1 kleine Holzboote mit schwarz-weißen Kordeln,"","Geschenkelager"
???,Zentrale,Brieföffner,"","Geschenkelager"
???,Zentrale,Lupe,"","Geschenkelager"
13.06.2008,Zentrale,"Chinesische Vase mit Holzsockel, 25cm hoch, ""colorful crystal smear""","","Geschenkelager"
06.06.2008,Zentrale,"Sockel aus Bruchstück der alten Staumauer von Rheinfelden und oben aufgesetzter Kubus aus Glas mit nachgebildeter Turbine","","Geschenkelager"
08.10.2008,Zentrale,"silbernes Schälchen mit filigranen Ornamenten in blauer Schachtel","","Geschenkelager"
03.11.2006,Zentrale,"steinernes Stilleben im Rahmen (24cm h, 35cm b)","","Geschenkelager"
21.01.2008,Zentrale,silberner TÜSIAD Teller,"","Geschenkelager"
13.06.2006,Zentrale,"Silbermünze 3 mit Bildeinlage-Arbeiten des Sultans, des Kronprinzen und seiner Frau","","Geschenkelager"
22.05.2007,Zentrale,"Steinmosaik, afghanischer Reiter, rund, zum Aufhängen, Durchmesser 30cm","","Geschenkelager"
04.07.2008,Zentrale,Blau gemusterte Vase,"","Geschenkelager"
23.11.2006,Zentrale,"Schreibunterlage aus braunem Leder 67cm breit, 46cm hoch)","","Geschenkelager"
???,Zentrale,Goldmünze Durchmesser ca 6cm,"","Geschenkelager"
02.06.2006,Zentrale,"Prozellanteller, ""Kütahya Porselen"", mit goldener Verzierung, Rankenmuster","","Geschenkelager"
04.10.2008,Zentrale,Spieluhr Karussel mit 3 Pferden,"","Geschenkelager"
14.05.2008,Zentrale,Prozellanuhr,"","Geschenkelager"
23.05.2006,Zentrale,"Krummdolch, silber, 30x23cm","","Geschenkelager"
07.04.2009,Zentrale,"aus Holz geschnitzter Löwe schwarz , ca. 72cm lang, ca. 23cm hoch, (Schwanz ist angebrochen)","","Geschenkelager"
06.07.2007,Zentrale,Illyrische Gottesstatue ca 30cm,"","Geschenkelager"
23.05.2007,Zentrale,Silberschatulle von KSW 3x10x18cm,"","Geschenkelager"
05.02.2008,Zentrale,Reitsporen aus Silber,"","Geschenkelager"
23.05.2007,Zentrale,"Runde Servierschale, versilbert, drei Füße, Durchmesser 18cm","","Geschenkelager"
22.05.2007,Zentrale,"silberner Teller, Salisbury Pewter, Durchmesser 16cm","","Geschenkelager"
09.03.2009,Zentrale,"Blumentopf bunt mit Blumenmuster, verziert mit Elefantenköpfen, Durchmesser 20cm","","Geschenkelager"
17.02.2009,Zentrale,"3-D-gerahmte Stele ""Stele of Hammurabi-Iraq 1792- 1750 B.C.""","","Geschenkelager"
07.07.2006,Zentrale,"Bone letter opener, maori carving in RIMU desk tray 6x19cm","","Geschenkelager"
???,Zentrale,Briefmarkensammlung,"","Geschenkelager"
22.05.2006,Zentrale,Silberner Krummdolch 25x32cm mit Gürtel,"","Geschenkelager"
02.06.2008,Zentrale,"ovales Bild mit Perlmutt bstückt, Motiv 12 Apostel und Gebet","","Geschenkelager"
???,Zentrale,"grüner Teller Durchmesser ca 40cm und Holzschnitzerei zum aufstellen","","Geschenkelager"
12.02.2008,Zentrale,Umhang,"","Geschenkelager"
18.12.2008,Zentrale,goldener Reif eingerahmt in roter Schachtel,"","Geschenkelager"
???,Zentrale,Messinglegiertes Tablett 47cm,"","Geschenkelager"
08.05.2007,Zentrale,"Großes 3-D-Bild, gerahmt, verglast, Kaffeekanne mit Becher (Saudi Silver Coffee Pot) 37x46cm","","Geschenkelager"
???,Zentrale,"Teller von Peggy Karr Glass, viereckiger Glasteller, Motiv Leuchtturm, Adler, Segelschiff","","Geschenkelager"
06.05.2007,Zentrale,"Bethlehem 3-D-Bild aus Perlmutt, 52/38cm","","Geschenkelager"
04.07.2006,Zentrale,"Glaskaraffe 27cm hoch, 10cm Durchmesser","","Geschenkelager"
27.10.2008,Zentrale,"Liegendes Kamel aus Malachit und gold gefertigt in roter Truhe","",""
???,Zentrale,Knochenschnitzerei,"","Geschenkelager"
09.03.2006, Zentrale ,"6 Kristallgläser (Cognac), aufwändig gearbeitet ","Geschenkelager"
17.07.2008, Zentrale ,Große Vase mit Henkeln (weiß/blau) ,"Geschenkelager"
"","Standbild aus Holzrahmen, metallgefertigt, links",""
"","einheimisches Segelschiff, Palasteingang, Staat Kuwait ",Geschenkelager
21.05.2006, Zentrale ,45x33cm ,Geschenkelager
???, Zentrale ,Rote Samtkiste mit geknüpftem Teppich ,Teppichlager
"","Holzschiff namens ""The Royal Ship of Cheops"" in ",Geschenkelage
13.08.2008, Zentrale ,Glasvitrine ,"Geschenkelager"
???,Zentrale ,"Schwert, gebogen, ca 65cm lang ","Geschenkelager"
05.05.2007, Zentrale ,"in kupferfarbenem Blech gerahmtes und besticktes Kissen, 37x37cm ","Geschenkelager"
04.07.2007, Zentrale ,"Poster ""Blauer Stern Europa"" ",Poster entsorg
29.06.2007, Zentrale ,Brauner Alpaca Herrenschal ,"Geschenkelager"
05.07.2007, Zentrale ,Bildband von M Tabacki ,"Geschenkelager"
21.06.2007, Zentrale ,Metallrelief in Holzrahmen (32x32cm) ,"Geschenkelager"
11.07.2008 ,Aktie Bahn-AG ,"Geschenkelager"
24.11.2005 ,mexikanisches Kunstbuch ,"Geschenkelager"
06.11.2006 ,"1 Radierung 12,5x10cm ","Geschenkelager"
27.09.2007 ,elektronische Fotobilderrahmen ,"Geschenkelager"
29.06.2006, Zentrale,"Wandteller mit Tiermotiven, Blech, Durchmesser ca 40cm","Geschenkelager"
15.03.2006, Zentrale ,"Brieföffner, metall, pfeilähnlich, in rundem Steinhalter, Oberfläche angerauht","Geschenkelager"
27.10.2008, Zentrale ,Silberchale ,"Geschenkelager"
07.02.2007, Zentrale ,Bildband Belgrad ,"Geschenkelager"
06.07.2006,Zentrale,"silberner Metallbaum auf schwarzem Steinsockel mit schwarzen ""Früchten"" (Sockel 9,5x9,5cm, Höhe ca.  20cm)","","Geschenkelager"
09.02.2007,Zentrale,"Vase ca 40cm hoch, Holz","","Geschenkelager"
17.06.2009,Zentrale,Buch über die Ukraine in deutscher Sprache,"","Geschenkelager"
16.06.2009,Zentrale,"Runder Spiegel in handgearbeitetem Metallrahmen mit Ornamenten, Durchmesser 25cm","","Geschenkelager"
17.06.2009,Zentrale,"runder bemalter Holzteller, Durchmesser 40cm, Vogelmotiv","","Geschenkelager"
21.05.2006,Zentrale,"Silberne arabische Kaffeekanne, 25x25cm","","Geschenkelager"
28.09.2006,Zentrale,"Besteckkasten, Griffe aus Plastik in Form eines Vogels","","Geschenkelager"
16.04.2008,Zentrale,Vasw,"","Geschenkelager"
11.04.2007,Zentrale,Keramikvase,"","Geschenkelager"
04.12.2008,Zentrale,"Gelkerze in Marmorummantelung mit Metalldeckel und Glasteller, lila","","Geschenkelager"
08.03.2006,Zentrale,"gerahmte handbemalte Kachel, Goldrahmen, Atelier ""Bouhoura Keramos"" 2003, 28x50cm","","Geschenkelager"
"","",Bild,"","Geschenkelager"
"","",Bild,"","Geschenkelager"
"","",Bild,"","Geschenkelager"
18.04.2007,Zentrale,"Bild in gold, Rahmen 46x34cm","","Geschenkelager"
18.02.2015,Zentrale,"Teppich ""Garabagh"" aus Aserbaidschan","","Geschenkelager"
01.11.2006,Zentrale,Hocker aus Holz mit Schnitzereien,"","Geschenkelager"
27.11.2008,Zentrale,Afrikanische Holzfigur zum aufhängen,"","Geschenkelager"
06.02.2015,Peking,Damenchronograph DFB Sonderedition,"","Geschenkelager"
12.02.2015,Peking,Kindle E-Book-Reader,"","Geschenkelager"
01.11.2014,Zentrale,silberne Manschettenknöpfe mit schwarzem Stein,"","Geschenkelager"
21.10.2014,Zentrale,"1 Set Krawatte, Einstecktuch, Manschettenknöpfe","","Geschenkelager"
01.12.2014,Zentrale,Bernsteinkette,"","Geschenkelager"
21.12.2014,Riad,Kalender von PAMP aus Feinsilber,"","Geschenkelager"
11.02.2015,Manila,Handtasche,ca. 66,"Geschenkelager"
16.01.2015,Zentrale,Krawatte von Louis Vuitton,"","Geschenkelager"
05.12.2014,Zentrale,"Geschenkbox Manschettenknöpfe, Schlüsselanhänger, USB-Stick)","","Geschenkelager"
19.11.2014,New York,Apple iPad Mini ME 279LL/A,"","Geschenkelager"
26.02.2015,Zentrale,geschnitztes Werk mit Photo BM,"","Geschenkelager"
26.02.2015,Zentrale,"Messing Figur ""Trommler""","","Geschenkelager"
02.03.2015,Zentrale,Braune Leder-Brieftasche,"","Geschenkelager"
09.03.2015,Zentrale,gerahmtes Bild Deutsche Bahn,""
09.03.2015,Zentrale,Münze vergoldet,"","Geschenkelager"
09.03.2015,Zentrale,Anstecknadel vergoldet,"","Geschenkelager"
12.03.2015,Zentrale,Leder-Notizmappe A4,"","Geschenkelager"
13.03.2015, Zentrale ,Lackierte Holzschale ,"",lager
"","gerahmtes Bild, ""The Temple of Jupiter Olympius,","",""
10.02.2015, Zentrale ,"Athens"", J Sands, Date 1839 ","",Kunstarchiv Fr.
31.03.2015, Zentrale ,"Münze - Schnee-Leopard, silber ","","Geschenkelager"
13.04.2015, Zentrale ,"2 Trinkgefäße, Bernstein/silber ","","Geschenkelager"
09.03.2015, Zentrale ,"schwarz-weiß Stich, gerahmt ","","Geschenkelager"
13.04.2015, Zentrale ,gebundenes Notizbuch ,"","Geschenkelager"
13.04.2015, Zentrale ,cremefarbener Kugelschreiber ,"","Geschenkelager"
13.04.2015, Zentrale ,Teekanne und 2 Becher ,"","Geschenkelager"
13.04.2015, Zentrale ,Uhr Seiko Astron GPS Solar ,1.800 ,Tresor
14.04.2015, Zentrale ,"Bilderrahmen, silber ","","Geschenkelager"
23.04.2015, Zentrale ,Lapislazuli-Platte mit silbernen Torbogen ,"","Geschenkelager"
01.05.2015, Zentrale ,"Tonfigur ""Vinca Ladies"" ","","Geschenkelager"
01.05.2015, Zentrale ,Zwei Kristallgläser mit Goldrand ,"","Geschenkelager"
05.05.2015, Zentrale ,"""Old Tbilisi"" - Pastell im Holzrahmen von Gia Lashkhi ","","Geschenkelager"
28.04.2015, Zentrale ,Quarz auf Metall-Teller ,"","Geschenkelager"
04.05.2015, Zentrale ,Wandteppich ,"","Geschenkelager"
05.05.2015, Zentrale ,Halzskulptur ,"",VZ-BM
07.05.2015, Zentrale ,Puzzle im Rahmen ,"","Geschenkelager"
10.06.2015, Zentrale ,"Druck, Romeo Britto ",010-0
08.06.2015, Zentrale ,"Leopard, Ton ",BM
10.06.2015, Zentrale ,"Wahrzeichen, gold/silber, gerahmt ","Geschenkelager"
07.05.2015, Zentrale ,Silberfigur Frau mit Schwert auf Steinsockel ,"Geschenkelager"
07.05.2015, Zentrale ,"goldener Kamm mit Figuren, gerahmt ","Geschenkelager"
10.06.2015, Zentrale ,Tasse mit Untertasse ,"Geschenkelager"
13.05.2015, Zentrale ,silberne Schale mit Rosen ,"Geschenkelager"
13.05.2015, Zentrale ,"Gedenkmünze, Silber ","Geschenkelager"
04.06.2015, Zentrale ,Porzellanteller ,"Geschenkelager"
29.05.2015, Zentrale ,Wandteller. Holz ,"Geschenkelager"
26.05.2015, Zentrale ,"Kreuz, Holz lackiert ","Geschenkelager"
09.06.2015, Zentrale ,Versteinerung Holz ,"Geschenkelager"
09.06.2015, Zentrale ,Lemur mit Kugel ,"Geschenkelager"
07.07.2015, Ref. 600 ,"Buch ""Geschichte Südeuropas"" ","Geschenkelager"
14.04.2015, Bo. Doha ,Rolex Damenuhr in Edelstahl ,"Geschenkelager"
12.05.2015, Bangalore ,silberne Schale ,"Geschenkelager"
07.06.2015, Ref. 700 ,Damenarmanduhr mit schwarzem Lederarmband ,"Geschenkelager"
12./13.05.2015,Ref. 700 ,Herrenarmbanduhr Tissot ,"Geschenkelager"
12./13.05.201,"Stellv. Leiter Abt. 7",Herrenarmbanduhr Tissot,"","Geschenkelager"
28.05.2015,Ref. 105,silberne Kette mit Malteserkreuz-Anhänger,"","Geschenkelager"
11.06.2015,Bo. Lusaka,Kravatte Toyota,"","Geschenkelager"
08.07.2015,Bo. Kabul,Armani Kravatte,"","Geschenkelager"
12./13.05.201,Ref. 700,Herrenarmbanduhr Tissot,"","Geschenkelager"
24.03.2015,AS-AFGPAK,Halstuch,"","Geschenkelager"
09.02.2015,Bo. Peking,Kindle E-Book-Reader,"","Geschenkelager"
13./14.04.201,Bo. Prag,"21. Edition der Armbanduhr mit Originalstein der Dresdner Frauenkirche","","Geschenkelager"
26.03.2015,Ref. 602,Silberfigur unter Rahmen,"","Geschenkelager"
26.03.2015,Ref. 602,gerahmtes Mosaik,"","Geschenkelager"
21.05.2015,Ref. 508,vergoldetes traditionelles nomadisches Trinkgefäß,"","Geschenkelager"
25.03.2015,Zentrale,Schreibtischset Porzellan,"","Geschenkelager"
28.01.2015,Zentrale,Porzellanteller,"","Geschenkelager"
02.04.2015,Zentrale,Silberschale,"","Geschenkelager"
25.03.2015,Zentrale,Bild im Rahmen,"","Geschenkelager"
27.05.2015,Zentrale,Porzellan / Schreibutensilien,"","Geschenkelager"
unbekannt,Zentrale,Figur Reiter aus Metall,"","Geschenkelager"
unbekannt,Zentrale,Figur Elefeant,"","Geschenkelager"
21.04.2015,"AS-AFG- PAK",9 Hugo Boss Kravatten,"","Geschenkelager"
16.07.2015,Zentrale,"Flagge mit Ständer, Kolumbien","","Geschenkelager"
16.07.2015,Zentrale,Buch über Algerien,"","Geschenkelager"
16.07.2015,Zentrale,"Kunsthandwerk, Dolche","","Geschenkelager"
16.07.2015,Zentrale,Buch über Katar,"","Geschenkelager"
16.07.2015,Zentrale,"Kunsthandwerk, Kiste Indien","","Geschenkelager"
16.07.2015,Zentrale,DVD über Neuseeland,"","Geschenkelager"
12.06.2015,Zentrale,"Lampe, Holz (010-7)","",""
17.06.2015,Zentrale,Manschettenknöpfe,"","Geschenkelager"
"",Zentrale,Silbermünze in Herzform mit Schwanenmotiv,"","Geschenkelager"
16.07.2015,Zentrale,Saxophonspieler-Holzfigur (010-6),"",""
10.08.2015,Zentrale,Falke auf Handschuh silberfarben,"","Geschenkelager"
16.08.2015,Zentrale,Holzdose,"","Geschenkelager"
29.08.2015,Zentrale,Die Maus (Büro BM),"","Geschenkelager"
18.08.2015,Zentrale,"Wandteller, Silber","","Geschenkelager"
20.08.2015,Zentrale,"Schmuckschatulle, Holz","","Geschenkelager"
28.08.2015,Zentrale,"Gefäß, Silber","","Geschenkelager"
30.08.2015,Zentrale,DVD,"","Geschenkelager"
30.08.2015,Zentrale,"Vase, Lapislazuli","","Geschenkelager"
30.08.2015,Zentrale,"Kerzenständer, Lapislazuli (defekt vom BM-Vz übergeben)","","Geschenkelager"
31.08.2015,Zentrale,"Schale, Silber","","Geschenkelager"
31.08.2015,Zentrale,"Schale, Silber","","Geschenkelager"
31.08.2015,Zentrale,"Schale, Silber","","Geschenkelager"
30.08.2015,Zentrale,"Notizbuch, Leder mit Bambusstiften","","Geschenkelager"
30.08.2015,Zentrale,Plakette mit Medaille,"","Geschenkelager"
30.08.2015,Zentrale,"Buch, in Leder gebunden","","Geschenkelager"
30.08.2015,Zentrale,Teppich (010-0),"",""
nicht bekannt,Zentrale,"Book of Ecclesiastes, of the Preacher, illustrations by Ernst Neizvestny","","Geschenkelager"
18.09.2015,Zentrale,"Schale, Glas mit Metalldeko","","Geschenkelager"
18.09.2015,Zentrale,Porzellanteller und -flasche,"","Geschenkelager"
18.09.2015,Zentrale,Vase,"","Geschenkelager"
21.09.2015,Zentrale,"Boot, Porzellan","","Geschenkelager"
21.09.2015,Zentrale,Kanne,"","Geschenkelager"
21.09.2015,Zentrale,Zuckerdose,"","Geschenkelager"
21.09.2015,Zentrale,Milchkännchen,"","Geschenkelager"
21.09.2015,Zentrale,"Tassen, Untertassen","","Geschenkelager"
22.09.2015,Zentrale,Kanne,"","Geschenkelager"
22.09.2015,Zentrale,Milchkännchen,"","Geschenkelager"
22.09.2015, Zentrale ,Zuckerdose ,lager
22.09.2015, Zentrale ,Untertassen ,lager
22.09.2015, Zentrale ,Tassen ,lager
21.09.2015, Zentrale ,Acryl auf Leinwand ,lager
30.09.2015, Zentrale ,"gerahmtes Bild zisil. Blume, Silber ",lager
14.04.2015, Zentrale ,"Holzschachtel mit ""Pfauenbild"" ",lager
